kode,uraian,is_priority,uraian_natural
800.1.1.4,standarisasi jabatan antara lain informasi jabatan kompetensi jabatan klasifikasi jabatan,True,"Penetapan Klasifikasi Jabatan, Pengusulan Standarisasi Jabatan, Pemetaan Kompetensi Jabatan, Revisi Informasi Jabatan"
800.1.2,formasi dan pengadaan pegawai,True,"Pengajuan Formasi Pegawai Baru, Permohonan Pengadaan Pegawai Kontrak, Laporan Kebutuhan Pegawai di Lingkungan Kabupaten, Pengusulan Kenaikan Jabatan Pegawai Negeri Sipil"
800.1.2.1,formasi asn antara lain usulan formasi usulan permintaan formasi kepada menpan rb dan kepala bkn persetujuan formasi penetapan formasi penetapan formasi khusus,True,"Usulan Formasi Pegawai, Permintaan Formasi kepada Menpan RB, Persetujuan Penetapan Formasi, Penetapan Formasi Khusus ASN"
800.1.2.2,proses rekrutmen pengadaan asn antara lain proses rekrutmen asn penetapan pengumuman kelulusan asn,True,"Pengumuman Lowongan Pekerjaan ASN, Penetapan Kelulusan Seleksi ASN, Prosedur Rekrutmen ASN, Pengajuan Formasi Pengadaan ASN"
800.1.2.4,berkas lamaran yang tidak diterima,True,"Pengembalian berkas lamaran, Pemberitahuan tidak lolos seleksi, Surat penolakan lamaran, Notifikasi pengadaan pegawai yang tidak lolos verifikasi"
800.1.2.5,pengangkatan asn,True,"Pengangkatan Calon Pegawai Negeri Sipil, Surat Keputusan Pengangkatan ASN, Permohonan Pengangkatan Pegawai Honorer, Laporan Proses Pengangkatan ASN Baru"
800.1.2.6,open biding seleksi terbuka jabatan,True,"Pengumuman Lowongan Pekerjaan, Pengajuan Seleksi Terbuka Jabatan, Laporan Hasil Seleksi Terbuka, Permohonan Penjelasan Prosedur Seleksi Terbuka Jabatan"
800.1.2.7,pengelolaan sistem rekrutmen asn,True,"Pengajuan lowongan formasi ASN, Permohonan pelaksanaan seleksi CPNS, Laporan hasil rekrutmen ASN, Pengusulan kebutuhan pegawai baru"
800.1.2.8,fasilitasi penyelenggaraan seleksi asn,True,"Pengajuan Fasilitasi Seleksi ASN, Permohonan Penyediaan Ruang Seleksi, Pemberitahuan Jadwal Seleksi ASN, Laporan Hasil Seleksi ASN"
800.1.3,mutasi pegawai,True,"Pengajuan mutasi pegawai, permohonan pindah tugas, laporan mutasi pegawai, permohonan peninjauan kembali keputusan mutasi"
800.1.3.1,usulan alih status pindah instansi pindah wilayah kerja diperbantukan dipekerjakan penugasan sementara mutasi antar perwakilan mutasi ke dan dari perwakilan pemindahan sementara persetujuan pertimbangan kepala bkn,True,"Usulan Mutasi Pegawai, Permohonan Pindah Instansi, Pengajuan Pemindahan Sementara, Permohonan Penugasan Sementara"
800.1.3.2,kenaikan pangkat golongan jabatan,True,"Pengajuan kenaikan pangkat, pemberhentian sementara kenaikan pangkat, permohonan kenaikan golongan, usulan kenaikan jabatan"
800.1.3.3,pengangkatan dan pemberhentian jabatan struktura fungsional,True,"Pengangkatan Jabatan Struktural, Pemberhentian Jabatan Fungsional, Permohonan Pengangkatan Jabatan Struktural, Surat Keputusan Pemberhentian Jabatan Fungsional"
800.1.3.4,perubahan data dasar status kedudukan hukum pegawai,True,"Permohonan perubahan status pegawai, Pengajuan perubahan data kepegawaian, Pemberitahuan perubahan kedudukan hukum pegawai, Permohonan koreksi data dasar kepegawaian"
800.1.3.5,peninjauan masa kerja,True,"Permohonan peninjauan masa kerja, Pengajuan kenaikan pangkat, Permohonan pensiun, Laporan hasil peninjauan masa kerja"
800.1.3.6,badan pertimbangan jabatan dan pangkat baperjakat,True,"Pengajuan Penetapan Jabatan dan Pangkat, Permohonan Pertimbangan Kenaikan Pangkat, Laporan Kinerja Baperjakat, Pengusulan Calon Anggota Baperjakat"
800.1.4,pengembangan karir,True,"Pengajuan Diklat, Permohonan Kenaikan Pangkat, Pengajuan Cuti untuk Mengikuti Pelatihan, Permohonan Pindah Jabatan"
800.1.4.1,usulan tugas belajar ijin belajar diklat kursus magang ujian dinas praktek kerja di instansi lain pertukaran antar asn dengan pegawai swasta,True,"Usulan Tugas Belajar, Permohonan Ijin Belajar Diklat, Pengajuan Kursus Magang, Permohonan Pertukaran Antar ASN dengan Pegawai Swasta"
800.1.4.2,penyesuaian ijazah,True,"Permohonan penyesuaian ijazah, Pengajuan penyetaraan gelar, Pemberkasan penyesuaian ijazah, Permohonan pengakuan ijazah luar negeri"
800.1.4.3,peyusunan sistem karir,True,"Pengusulan Jabatan Struktural, Pengembangan Sistem Karir Pegawai, Penyusunan Standar Kompetensi, Pengajuan Pelatihan dan Pengembangan Diri"
800.1.4.4,standar kinerja pegawai skp dan penilaian prestasi kerja,True,"Penetapan Sasaran Kinerja Pegawai, Penilaian Prestasi Kerja, Pengembangan Standar Kinerja, Evaluasi Kinerja Pegawai"
800.1.4.5,angka kredit antara lain pengajuan daftar usul pengajuan angka kredit penilaian daftar usul pengajuan angka kredit,True,"Pengajuan Angka Kredit, Penilaian Daftar Usul Pengajuan Angka Kredit, Permohonan Penilaian Angka Kredit, Pengajuan Daftar Usul Pengajuan Angka Kredit"
800.1.5,kinerja aparatur sipil negara,True,"Evaluasi kinerja pegawai, penilaian prestasi kerja, laporan realisasi kinerja, pengajuan cuti karena kinerja tidak optimal"
800.1.5.1,hasil penilaian kinerja dan estándar kerja,True,"Hasil Penilaian Kinerja Pegawai, Evaluasi Standar Kerja, Laporan Kinerja Aparatur Sipil Negara, Rekomendasi Penilaian Kinerja Pegawai"
800.1.5.2,pengelolaan databse dan analisis sistem informasi kinerja,True,"Laporan Analisis Kinerja Aparatur Sipil Negara, Pengajuan Pembelian Perangkat Lunak Pengelolaan Database, Permohonan Akses Sistem Informasi Kinerja, Laporan Kemajuan Pengembangan Sistem Informasi Kinerja"
800.1.5.3,evaluasi dan pemantauan penilaian kinerja dan estándar kinerja,True,"Laporan Evaluasi Kinerja Pegawai, Permohonan Penilaian Kinerja, Hasil Pemantauan Kinerja Aparatur Sipil Negara, Pengajuan Revisi Standar Kinerja"
800.1.6,kode etik disiplin pemberhentian dan pensiun asn,True,"Pengajuan Pemberhentian Pegawai Negeri Sipil, Permohonan Pensiun Dini, Laporan Pelanggaran Kode Etik Disiplin, Permohonan Reinstalasi Pegawai yang Diberhentikan"
800.1.6.1,kode etik pegawai,True,"Pengajuan kode etik pelanggaran disiplin, laporan pelanggaran kode etik pegawai, permohonan klarifikasi kode etik, pengaduan pelanggaran kode etik ASN"
800.1.6.2,disiplin,True,"Pengaduan pelanggaran disiplin, laporan pelanggaran kode etik, permohonan klarifikasi tindakan disiplin, surat peringatan pelanggaran disiplin"
800.1.6.3,pemberhentian dengan hormat,True,"Pemberhentian dengan hormat sebagai PNS, Permohonan pemberhentian dengan hormat, Surat keterangan pemberhentian dengan hormat, Pengajuan pemberhentian dengan hormat karena pensiun."
800.1.6.4,pemberhentian dengan tidak hormat,True,"Pemberhentian PNS dengan tidak hormat karena pelanggaran disiplin, Permohonan banding atas keputusan pemberhentian dengan tidak hormat, Laporan pelanggaran disiplin yang mengakibatkan pemberhentian dengan tidak hormat, Surat keputusan pemberhentian dengan tidak hormat bagi ASN yang melanggar kode etik."
800.1.6.5,pemberhentian sementara,True,"Pemberhentian Sementara Pegawai Negeri Sipil, Permohonan Pemberhentian Sementara, Surat Keterangan Pemberhentian Sementara, Pengajuan Banding Pemberhentian Sementara"
800.1.6.6,pensiun asn antara lain administrasi asn penetapan pensiun asn penetapan pertimbangan terkait pensiun asn pensiun pejabat negara dan janda dudanya,True,"Pengajuan Pensiun ASN, Permohonan Penetapan Pensiun ASN, Pertimbangan Pensiun Pejabat Negara, Pengajuan Pensiun Janda/Duda ASN"
800.1.7,bantuan hukum,True,"Permohonan bantuan hukum, Penyampaian hasil konsultasi hukum, Pengajuan ganti rugi, Surat permohonan pendampingan hukum"
800.1.8,status dan kedudukan pegawai,True,"Pengajuan kenaikan pangkat, permohonan cuti besar, pengajuan pensiun, permohonan mutasi jabatan"
800.1.8.1,status kepegawaian,True,"Pengajuan cuti, permohonan pensiun, permohonan kenaikan pangkat, permohonan mutasi pegawai"
800.1.8.2,kedudukan pegawai,True,"Pengajuan kenaikan pangkat, permohonan mutasi jabatan, permohonan cuti besar, pengajuan pensiun dini"
800.1.8.3,keberatan pegawai,True,"Keberatan atas penempatan jabatan, Keberatan atas penilaian kinerja, Keberatan atas pemberhentian sementara, Keberatan atas mutasi pegawai"
800.1.8.4,perselisihan sengketa kepegawaian,True,"Pengajuan banding mutasi pegawai, permohonan penyelesaian sengketa kepegawaian, laporan kasus perselisihan antar pegawai, permohonan mediasi penyelesaian konflik kepegawaian"
800.1.9,sistem informasi pegawai,True,"Pengajuan pembuatan akun sistem informasi pegawai, permohonan akses sistem informasi pegawai, laporan kesalahan sistem informasi pegawai, permohonan perubahan data sistem informasi pegawai"
800.1.9.1,pengolahan data informaisi kepegawaian,True,"Pengajuan perubahan data kepegawaian, permohonan akses sistem informasi kepegawaian, laporan kesalahan data kepegawaian, permohonan pencarian data kepegawaian"
800.1.9.2,pengembangan sistem informasi kepegawaian,True,"Pengajuan pengembangan aplikasi kepegawaian, permohonan pelatihan sistem informasi kepegawaian, laporan kemajuan pengembangan sistem informasi kepegawaian, usulan perbaikan infrastruktur jaringan kepegawaian"
800.1.9.3,pengembangan sistem pengelolaan arsip kepegawaian elektronik,True,"Pengajuan pengembangan aplikasi arsip kepegawaian, permohonan dukungan teknis pengelolaan arsip elektronik, laporan kemajuan pengembangan sistem pengelolaan arsip kepegawaian, permintaan anggaran pengembangan sistem informasi arsip kepegawaian elektronik"
800.1.9.4,sistem pengelolaan arsip kepegawaian fisik,True,"Pengajuan pengelolaan arsip pegawai baru, Permohonan akses arsip kepegawaian, Laporan kerusakan arsip kepegawaian, Permintaan penyimpanan arsip kepegawaian"
800.1.10,pengawasan dan pengendalian,True,"Laporan pelaksanaan tugas, evaluasi kinerja pegawai, permohonan pengawasan meja, laporan hasil monitoring kegiatan"
800.1.10.1,formasi pengadaan dan pasca diklat,True,"Pengajuan formasi pengadaan pegawai baru, laporan evaluasi pasca diklat, permohonan pengadaan pelatihan, pengusulan formasi kebutuhan staf"
800.1.10.2,kepangkatan pengangkatan dan pemberhentian dalam jabatan,True,"Pengajuan kenaikan pangkat, permohonan pengangkatan dalam jabatan, pemberhentian sementara dalam jabatan, usul pemberhentian dengan hormat."
800.1.10.3,gaji dan tunjangan kesejahteraan dan kinerja,True,"Pengajuan kenaikan gaji, permohonan tunjangan kesejahteraan, laporan kinerja pegawai, permohonan penyesuaian gaji berkala"
800.1.10.4,kode etik disiplin pemberhentian dan pensiun asn,True,"Pengajuan pemberhentian dengan hormat, permohonan pensiun dini, laporan pelanggaran kode etik, permohonan cuti besar untuk pensiun."
800.1.10.5,laporan hasil pengawasan dan pengendalian,True,"Laporan Hasil Pengawasan Kepegawaian, Laporan Pengendalian Sumber Daya Manusia, Laporan Kemajuan Pengawasan dan Pengendalian, Laporan Hasil Evaluasi Pengawasan Kepegawaian"
800.1.10.6,sanggahan terhadap permasalahan tenaga honorer,True,"Sanggahan atas penolakan pengangkatan tenaga honorer, Permohonan klarifikasi status tenaga honorer, Pengajuan banding terhadap penilaian kinerja tenaga honorer, Sanggahan terhadap pemberhentian sementara tenaga honorer"
800.1.11,administrasi pegawai,True,"Pengajuan cuti tahunan, permohonan kenaikan pangkat, laporan pelaksanaan tugas, permohonan pindah jabatan"
800.1.11.1,surat perintah dinas surat tugas,True,"Surat Perintah Dinas ke Luar Kota, Surat Tugas Mengikuti Pelatihan, Surat Perintah Dinas ke Dalam Kota, Surat Tugas Menghadiri Rapat Koordinasi"
800.1.11.2,cuti sakit,True,"Permohonan cuti sakit, Surat keterangan dokter untuk cuti sakit, Pengajuan cuti sakit karena kecelakaan kerja, Laporan kembali dari cuti sakit"
800.1.11.3,cuti bersalin,True,"Permohonan cuti bersalin, pengajuan cuti melahirkan, permintaan izin cuti bersalin, laporan cuti bersalin"
800.1.11.4,cuti tahunan,True,"Pengajuan Cuti Tahunan, Permohonan Cuti Tahunan Pegawai, Surat Keterangan Cuti Tahunan, Permohonan Pengajuan Cuti Tahunan Bersama"
800.1.11.5,cuti alasan penting,True,"Permohonan cuti alasan penting, Surat keterangan cuti, Pengajuan cuti karena kondisi keluarga, Permohonan cuti untuk keperluan pribadi"
800.1.11.6,cuti besar,True,"Permohonan cuti besar, pengajuan cuti besar tahunan, surat keterangan cuti besar, laporan cuti besar"
800.1.11.7,cuti di luar tanggunan negara,True,"Permohonan cuti di luar tanggungan negara, pengajuan cuti besar, permohonan cuti untuk kepentingan pribadi, permohonan cuti untuk perjalanan ke luar negeri"
800.1.11.8,karpeg kpe karis karsu,True,"Pengajuan kenaikan pangkat, permohonan cuti besar, laporan kinerja pegawai, permohonan pensiun dini"
800.1.11.9,keanggotaan organisasi profesi kedinasan,True,"Pengajuan keanggotaan organisasi profesi kedinasan, permohonan biaya pengembangan profesi, laporan kegiatan organisasi profesi kedinasan, permohonan cuti untuk mengikuti kegiatan organisasi profesi kedinasan"
800.1.11.10,laporan pajak penghasilan pribadi lp2p,True,"Laporan Pajak Penghasilan Pribadi Tahunan, Permohonan Pengembalian Pajak Penghasilan, Laporan Pembayaran Pajak Penghasilan Pribadi, Pengajuan Keringanan Pajak Penghasilan Pribadi"
800.1.11.11,keterangan penerimaan pembayaran penghasilan pegawai kp4,True,"Pengajuan keterangan penerimaan pembayaran penghasilan, Permohonan keterangan penghasilan untuk pengajuan KPR, Surat keterangan penghasilan untuk keperluan bank, Permohonan keterangan penerimaan pembayaran penghasilan untuk keperluan lain-lain"
800.1.11.12,daftar urut kepangkatan duk,True,"Pengajuan kenaikan pangkat, permohonan peninjatan jabatan, laporan daftar urut kepangkatan, permohonan penyesuaian golongan ruang."
800.1.12,kesejahteraan pegawai,True,"Permohonan cuti besar, pengajuan pinjaman pegawai, laporan kebutuhan fasilitas kesehatan, permohonan bantuan biaya pendidikan anak pegawai"
800.1.12.1,pemeliharaan kesehatan pegawai,True,"Permohonan cuti sakit, laporan hasil pemeriksaan kesehatan, pengajuan biaya pengobatan, permohonan asuransi kesehatan pegawai"
800.1.12.2,asuransi pegawai bpjs,True,"Pengajuan asuransi BPJS pegawai baru, permohonan klaim asuransi BPJS, pertanyaan tentang prosedur pendaftaran asuransi BPJS, laporan perubahan data peserta asuransi BPJS"
800.1.12.3,tabungan perumahan,True,"Pengajuan tabungan perumahan, permohonan pencairan tabungan perumahan, laporan realisasi tabungan perumahan, permohonan perubahan data tabungan perumahan"
800.1.12.4,bantuan sosial,True,"Permohonan bantuan biaya pengobatan, Pengajuan bantuan dana kematian, Permohonan bantuan biaya pendidikan, Pengajuan bantuan kebutuhan hidup sehari-hari"
800.1.12.5,pakaian dinas,True,"Pengajuan pakaian dinas baru, permohonan penggantian pakaian dinas rusak, laporan kebutuhan pakaian dinas tahunan, pengembalian pakaian dinas yang tidak sesuai ukuran"
800.1.12.6,layanan pegawai yang meninggal karena dinas,True,"Pengajuan santunan kematian pegawai, permohonan bantuan biaya pemakaman, laporan kejadian pegawai meninggal karena dinas, permohonan pensiun dini bagi janda/duda pegawai yang meninggal karena dinas"
800.1.12.7,pemberian tali kasih,True,"Pengajuan bantuan dana kesejahteraan, permohonan cuti melahirkan, pemberian santunan kematian, permohonan bantuan biaya pengobatan"
800.1.12.8,pemberian piagam penghargaan dan tanda jasa,True,"Pengajuan Pemberian Piagam Penghargaan, Usulan Pemberian Tanda Jasa, Permohonan Penghargaan kepada Pegawai Berprestasi, Pengusulan Nama Calon Penerima Piagam Penghargaan"
800.1.12.9,olahraga dan rekreasi,True,"Pengajuan pembangunan lapangan olahraga, permohonan biaya kegiatan rekreasi pegawai, laporan kegiatan olahraga dan rekreasi, proposal pembentukan tim olahraga kabupaten"
800.1.12.10,rekam medis,True,"Permohonan cuti sakit, Pengajuan biaya pengobatan, Permohonan pemeriksaan kesehatan, Laporan hasil pemeriksaan kesehatan"
800.1.13,administrasi perseorangan,True,"Pengajuan cuti tahunan, permohonan pindah tugas, laporan kinerja pegawai, permohonan pensiun dini"
800.1.13.1,pegawai negeri sipil pns,True,"Pengajuan cuti tahunan, permohonan kenaikan pangkat, laporan beasiswa pendidikan, permohonan pensiun dini"
800.1.13.2,pegawai pemerintah dengan perjanjian kerja pppk,True,"Pengajuan cuti tahunan PPPK, permohonan kenaikan pangkat PPPK, laporan pelaksanaan tugas PPPK, permohonan peninjaman dana untuk pelatihan PPPK"
800.1.13.3,pejabat negara dan pejabat lainnya yang disetarakan,True,"Pengangkatan Pejabat Negara, Pemberhentian Pejabat Negara, Pengajuan Cuti Pejabat Negara, Pengusulan Kenaikan Pangkat Pejabat Negara"
800.1.13.4,sekretaris daerah,True,"Pengangkatan Sekretaris Daerah, Pemberhentian Sekretaris Daerah, Pengajuan Cuti Sekretaris Daerah, Laporan Kinerja Sekretaris Daerah"
800.1.13.5,asn berjasa terlibat dalam peristiwa berskala nacional,True,"Penghargaan atas jasa ASN dalam peristiwa bencana alam, Usulan pemberian tanda jasa kepada ASN berjasa, Laporan keikutsertaan ASN dalam peristiwa nasional, Pengusulan ASN untuk menerima penghargaan dari pemerintah pusat"
800.1.14,penilaian kompetensi,True,"Penilaian Kompetensi Pegawai, Evaluasi Kinerja, Pengajuan Pelatihan Kompetensi, Laporan Hasil Penilaian Kompetensi"
800.1.14.1,penilaian kompetensi,True,"Penilaian Kompetensi Pegawai, Evaluasi Kinerja Staf, Laporan Hasil Penilaian Kompetensi, Permohonan Pelatihan Pengembangan Kompetensi"
800.1.14.2,hasil penilaian kompetensi,True,"Hasil Penilaian Kompetensi Pegawai, Rekapitulasi Penilaian Kompetensi Jabatan, Laporan Hasil Evaluasi Kinerja, Pengumuman Hasil Penilaian Kompetensi Pegawai"
800.2,pendidikan dan pelatihan,False,
800.2.1,kebijakan di bidang pendidikan dan pelatihan yang dilakukan oleh pemerintah daerah,True,"Proposal pendidikan dan pelatihan aparatur, kebijakan pengembangan kompetensi pegawai, permohonan bantuan pelatihan kejuruan, laporan evaluasi program pendidikan dan pelatihan daerah"
